No.;Nama Pemilik;Nama Usaha;NIK;Tgl. Lahir;Jalan;Desa;Sektor;NIB/SKU;Jml. Tenaga Kerja;Kapasitas Produksi/Thn; Omset/Thn ; Aset ;Sosmed;Marketplace;Kepemilikan Lahan
815;Owner-0720;MSME-0193;NIK-0801;BirthDate-0732;Street-0208;Village-0012;Jasa;Ada;18;461; Rp73.250.000 ; Rp163.250.000 ;Instagram, TikTok;Lazada, Shopee;Sendiri
816;Owner-0721;MSME-0193;NIK-0802;BirthDate-0733;Street-0208;Village-0012;Jasa;Ada;5;44; Rp448.750.000 ; Rp426.750.000 ;Instagram, TikTok;Shopee, Tokopedia;Sendiri
817;Owner-0722;MSME-0345;NIK-0803;BirthDate-0734;Street-0208;Village-0012;Jasa;Ada;107;5415; Rp535.000.000 ; Rp428.000.000 ;WhatsApp Business;Tidak ada;Sewa
818;Owner-0723;MSME-0146;NIK-0804;BirthDate-0735;Street-0208;Village-0012;Peternakan;Ada;16;644; Rp137.000.000 ; Rp101.750.000 ;Facebook;Tidak ada;Sendiri
819;Owner-0724;MSME-0323;NIK-0805;BirthDate-0736;Street-0208;Village-0012;Perikanan;Ada;10;37; Rp530.000.000 ; Rp674.500.000 ;WhatsApp Business;Shopee;Sendiri
820;Owner-0725;MSME-0004;NIK-0806;BirthDate-0737;Street-0208;Village-0012;Perdagangan;Ada;101;9189; Rp505.000.000 ; Rp404.000.000 ;Facebook;Tokopedia;Sendiri
821;Owner-0726;MSME-0004;NIK-0807;BirthDate-0738;Street-0208;Village-0012;Perdagangan;Ada;11;555; Rp129.750.000 ; Rp55.500.000 ;WhatsApp Business;Shopee;Sewa
822;Owner-0400;MSME-0346;NIK-0808;BirthDate-0739;Street-0208;Village-0012;Perdagangan;Ada;6;20; Rp640.000.000 ; Rp1.116.250.000 ;Facebook;Tokopedia;Sendiri
823;Owner-0727;MSME-0237;NIK-0809;BirthDate-0740;Street-0208;Village-0012;Makanan dan Minuman;Ada;90;6520; Rp450.000.000 ; Rp360.000.000 ;TikTok;Shopee;Sendiri
824;Owner-0728;MSME-0003;NIK-0810;BirthDate-0741;Street-0208;Village-0012;Makanan dan Minuman;Ada;16;700; Rp178.750.000 ; Rp105.250.000 ;Facebook;Shopee;Sewa
825;Owner-0729;MSME-0347;NIK-0811;BirthDate-0742;Street-0208;Village-0012;Makanan dan Minuman;Ada;12;20; Rp1.073.750.000 ; Rp468.000.000 ;Instagram, TikTok;Shopee, Tokopedia;Sendiri
826;Owner-0730;MSME-0213;NIK-0812;BirthDate-0743;Street-0208;Village-0012;Makanan dan Minuman;Ada;87;7987; Rp435.000.000 ; Rp348.000.000 ;Tidak ada;Tidak ada;Sendiri
827;Owner-0731;MSME-0348;NIK-0813;BirthDate-0744;Street-0208;Village-0012;Makanan dan Minuman;Ada;17;423; Rp67.000.000 ; Rp130.750.000 ;Facebook, TikTok;Shopee;Sendiri
828;Owner-0732;MSME-0032;NIK-0814;BirthDate-0745;Street-0208;Village-0012;Makanan dan Minuman;Ada;8;38; Rp575.250.000 ; Rp387.000.000 ;Facebook;Tidak ada;Sewa
829;Owner-0733;MSME-0083;NIK-0815;BirthDate-0746;Street-0208;Village-0012;Makanan dan Minuman;Ada;105;8925; Rp525.000.000 ; Rp420.000.000 ;WhatsApp Business, Instagram;Shopee;Sewa
830;Owner-0734;MSME-0349;NIK-0816;BirthDate-0747;Street-0209;Village-0016;Makanan dan Minuman;Ada;15;535; Rp185.000.000 ; Rp96.750.000 ;Tidak ada;Tidak ada;Sewa
831;Owner-0735;MSME-0007;NIK-0817;BirthDate-0748;Street-0210;Village-0012;Makanan dan Minuman;Ada;6;26; Rp1.181.750.000 ; Rp973.000.000 ;WhatsApp Business;Shopee;Sendiri
832;Owner-0535;MSME-0350;NIK-0818;BirthDate-0749;Street-0211;Village-0009;Makanan dan Minuman;Ada;51;9368; Rp255.000.000 ; Rp204.000.000 ;Facebook, TikTok;Shopee;Sendiri
833;Owner-0736;MSME-0230;NIK-0819;BirthDate-0750;Street-0212;Village-0007;Makanan dan Minuman;Ada;13;604; Rp98.250.000 ; Rp197.000.000 ;TikTok;Shopee;Sewa
834;Owner-0737;MSME-0281;NIK-0820;BirthDate-0416;Street-0213;Village-0010;Peternakan;Ada;12;22; Rp1.152.750.000 ; Rp1.063.000.000 ;Facebook;Tidak ada;Sendiri
835;Owner-0738;MSME-0333;NIK-0821;BirthDate-0748;Street-0213;Village-0010;Perdagangan;Ada;72;8625; Rp360.000.000 ; Rp288.000.000 ;Instagram;Tokopedia;Sewa
836;Owner-0739;MSME-0117;NIK-0822;BirthDate-0751;Street-0213;Village-0010;Makanan dan Minuman;Ada;14;669; Rp83.500.000 ; Rp130.500.000 ;Facebook;Tidak ada;Sendiri
837;Owner-0740;MSME-0351;NIK-0823;BirthDate-0752;Street-0213;Village-0010;Makanan dan Minuman;Ada;5;46; Rp529.250.000 ; Rp673.000.000 ;TikTok;TikTok Shop;Sendiri
838;Owner-0741;MSME-0194;NIK-0824;BirthDate-0753;Street-0214;Village-0010;Jasa;Ada;111;9002; Rp555.000.000 ; Rp444.000.000 ;WhatsApp Business;Tidak ada;Sendiri
839;Owner-0742;MSME-0170;NIK-0825;BirthDate-0754;Street-0214;Village-0010;Jasa;Ada;12;466; Rp137.000.000 ; Rp107.250.000 ;Instagram;Tidak ada;Sendiri
840;Owner-0743;MSME-0170;NIK-0826;BirthDate-0755;Street-0214;Village-0010;Jasa;Ada;8;45; Rp555.750.000 ; Rp659.250.000 ;Facebook;Lazada;Sendiri
841;Owner-0744;MSME-0170;NIK-0827;BirthDate-0756;Street-0214;Village-0010;Jasa;Ada;69;5396; Rp345.000.000 ; Rp276.000.000 ;Instagram;Shopee;Sendiri
842;Owner-0745;MSME-0170;NIK-0828;BirthDate-0757;Street-0214;Village-0010;Jasa;Ada;16;432; Rp65.750.000 ; Rp155.250.000 ;Instagram;Tidak ada;Sewa
843;Owner-0746;MSME-0148;NIK-0829;BirthDate-0758;Street-0214;Village-0010;Industri;Ada;11;30; Rp371.500.000 ; Rp804.750.000 ;Facebook;Tokopedia;Sendiri
844;Owner-0747;MSME-0352;NIK-0830;BirthDate-0029;Street-0214;Village-0010;Pertambangan;Ada;84;7698; Rp420.000.000 ; Rp336.000.000 ;Facebook;Tidak ada;Sendiri
845;Owner-0748;MSME-0325;NIK-0831;BirthDate-0759;Street-0214;Village-0010;Perdagangan;Ada;13;542; Rp153.250.000 ; Rp66.500.000 ;Facebook;Tokopedia;Sendiri
846;Owner-0749;MSME-0293;NIK-0832;BirthDate-0760;Street-0214;Village-0010;Makanan dan Minuman;Ada;11;29; Rp392.250.000 ; Rp1.106.500.000 ;Facebook;Tidak ada;Sendiri
847;Owner-0586;MSME-0213;NIK-0833;BirthDate-0761;Street-0214;Village-0010;Makanan dan Minuman;Ada;96;7256; Rp480.000.000 ; Rp384.000.000 ;Tidak ada;Tidak ada;Sendiri
848;Owner-0750;MSME-0236;NIK-0834;BirthDate-0762;Street-0214;Village-0010;Makanan dan Minuman;Ada;14;682; Rp126.750.000 ; Rp73.500.000 ;Tidak ada;Shopee;Sendiri
849;Owner-0751;MSME-0353;NIK-0835;BirthDate-0763;Street-0214;Village-0010;Makanan dan Minuman;Ada;7;43; Rp978.500.000 ; Rp922.500.000 ;Tidak ada;Shopee;Sewa
850;Owner-0432;MSME-0354;NIK-0836;BirthDate-0764;Street-0214;Village-0010;Makanan dan Minuman;Ada;117;7855; Rp585.000.000 ; Rp468.000.000 ;Instagram, Facebook, TikTok;Shopee;Sendiri
851;Owner-0752;MSME-0355;NIK-0837;BirthDate-0765;Street-0214;Village-0010;Makanan dan Minuman;Ada;19;514; Rp156.750.000 ; Rp94.250.000 ;Instagram;Tokopedia;Sewa
852;Owner-0753;MSME-0356;NIK-0838;BirthDate-0766;Street-0214;Village-0010;Makanan dan Minuman;Ada;15;36; Rp22.000.000 ; Rp7.000.000 ;Facebook;Lazada;Sendiri
853;Owner-0754;MSME-0357;NIK-0839;BirthDate-0767;Street-0214;Village-0010;Makanan dan Minuman;Ada;111;5032; Rp155.000.000 ; Rp44.000.000 ;TikTok;Shopee;Sewa
854;Owner-0755;MSME-0010;NIK-0840;BirthDate-0768;Street-0214;Village-0010;Makanan dan Minuman;Ada;20;469; Rp71.250.000 ; Rp189.250.000 ;Tidak ada;Tidak ada;Sewa
855;Owner-0756;MSME-0012;NIK-0841;BirthDate-0769;Street-0214;Village-0010;Makanan dan Minuman;Ada;11;35; Rp786.750.000 ; Rp928.250.000 ;Facebook;Shopee;Sendiri
856;Owner-0757;MSME-0012;NIK-0842;BirthDate-0770;Street-0214;Village-0010;Makanan dan Minuman;Ada;79;7139; Rp395.000.000 ; Rp316.000.000 ;Facebook;Tidak ada;Sewa
857;Owner-0758;MSME-0259;NIK-0843;BirthDate-0771;Street-0214;Village-0010;Makanan dan Minuman;Ada;20;543; Rp109.500.000 ; Rp92.500.000 ;WhatsApp Business;Tidak ada;Sewa
858;Owner-0759;MSME-0259;NIK-0844;BirthDate-0758;Street-0214;Village-0010;Makanan dan Minuman;Ada;14;31; Rp767.500.000 ; Rp551.250.000 ;TikTok;Shopee;Sendiri
859;Owner-0760;MSME-0005;NIK-0845;BirthDate-0772;Street-0214;Village-0010;Makanan dan Minuman;Ada;59;9255; Rp295.000.000 ; Rp236.000.000 ;Tidak ada;Tidak ada;Sendiri
860;Owner-0761;MSME-0005;NIK-0846;BirthDate-0773;Street-0214;Village-0010;Makanan dan Minuman;Ada;11;464; Rp50.750.000 ; Rp167.000.000 ;Facebook;Shopee;Sendiri
861;Owner-0762;MSME-0358;NIK-0847;BirthDate-0774;Street-0214;Village-0010;Makanan dan Minuman;Ada;10;16; Rp347.750.000 ; Rp474.500.000 ;Facebook;Shopee;Sendiri
862;Owner-0763;MSME-0017;NIK-0848;BirthDate-0775;Street-0214;Village-0010;Makanan dan Minuman;Ada;64;5969; Rp320.000.000 ; Rp256.000.000 ;TikTok;Shopee;Sendiri
863;Owner-0764;MSME-0001;NIK-0849;BirthDate-0776;Street-0214;Village-0010;Makanan dan Minuman;Ada;18;420; Rp1.078.250.000 ; Rp786.750.000 ;Instagram, TikTok;Shopee;Sendiri
864;Owner-0765;MSME-0359;NIK-0850;BirthDate-0777;Street-0214;Village-0010;Makanan dan Minuman;Ada;13;11; Rp78.250.000 ; Rp36.750.000 ;Facebook, TikTok;Tokopedia;Sendiri
865;Owner-0766;MSME-0259;NIK-0851;BirthDate-0778;Street-0215;Village-0015;Makanan dan Minuman;Ada;94;7483; Rp470.000.000 ; Rp376.000.000 ;WhatsApp Business;Shopee;Sewa
866;Owner-0767;MSME-0265;NIK-0852;BirthDate-0779;Street-0215;Village-0015;Makanan dan Minuman;Ada;11;651; Rp131.000.000 ; Rp193.250.000 ;WhatsApp Business, Instagram;Tokopedia;Sendiri
867;Owner-0768;MSME-0170;NIK-0853;BirthDate-0780;Street-0216;Village-0015;Jasa;Ada;12;46; Rp570.000.000 ; Rp1.044.500.000 ;Instagram;Tokopedia;Sendiri
868;Owner-0769;MSME-0146;NIK-0854;BirthDate-0781;Street-0217;Village-0011;Peternakan;Ada;106;5045; Rp530.000.000 ; Rp424.000.000 ;Facebook;Tidak ada;Sendiri
869;Owner-0770;MSME-0078;NIK-0855;BirthDate-0782;Street-0217;Village-0011;Makanan dan Minuman;Ada;11;685; Rp95.250.000 ; Rp8.000.000 ;TikTok;Tidak ada;Sendiri
870;Owner-0771;MSME-0309;NIK-0856;BirthDate-0783;Street-0217;Village-0011;Makanan dan Minuman;Ada;5;16; Rp1.056.500.000 ; Rp877.000.000 ;TikTok;Shopee;Sendiri
871;Owner-0772;MSME-0284;NIK-0857;BirthDate-0784;Street-0217;Village-0011;Makanan dan Minuman;Ada;50;9300; Rp250.000.000 ; Rp200.000.000 ;WhatsApp Business;Tidak ada;Sewa
872;Owner-0773;MSME-0310;NIK-0858;BirthDate-0785;Street-0217;Village-0011;Makanan dan Minuman;Ada;19;636; Rp184.750.000 ; Rp151.750.000 ;Facebook;Shopee;Sendiri
873;Owner-0774;MSME-0246;NIK-0859;BirthDate-0786;Street-0217;Village-0011;Makanan dan Minuman;Ada;9;40; Rp41.250.000 ; Rp9.225.000 ;WhatsApp Business;Tidak ada;Sendiri
874;Owner-0775;MSME-0005;NIK-0860;BirthDate-0787;Street-0218;Village-0017;Makanan dan Minuman;Ada;118;9096; Rp590.000.000 ; Rp472.000.000 ;WhatsApp Business;Shopee;Sewa
875;Owner-0776;MSME-0360;NIK-0861;BirthDate-0788;Street-0219;Village-0015;Makanan dan Minuman;Ada;10;568; Rp88.750.000 ; Rp177.250.000 ;TikTok;Shopee;Sendiri
876;Owner-0777;MSME-0361;NIK-0862;BirthDate-0789;Street-0220;Village-0012;Makanan dan Minuman;Ada;12;48; Rp875.250.000 ; Rp1.097.250.000 ;TikTok;Shopee;Sendiri
877;Owner-0778;MSME-0003;NIK-0863;BirthDate-0790;Street-0221;Village-0004;Makanan dan Minuman;Ada;111;5199; Rp555.000.000 ; Rp444.000.000 ;Facebook;Shopee;Sendiri
878;Owner-0779;MSME-0017;NIK-0864;BirthDate-0791;Street-0221;Village-0004;Makanan dan Minuman;Ada;16;410; Rp139.250.000 ; Rp194.250.000 ;Instagram;Shopee;Sewa
879;Owner-0780;MSME-0362;NIK-0865;BirthDate-0792;Street-0222;Village-0002;Industri;Ada;6;13; Rp677.000.000 ; Rp516.750.000 ;Instagram, TikTok;Tokopedia, Shopee;Sendiri
880;Owner-0781;MSME-0061;NIK-0866;BirthDate-0793;Street-0222;Village-0002;Perdagangan;Ada;52;8174; Rp260.000.000 ; Rp208.000.000 ;Instagram;Lazada;Sendiri
881;Owner-0782;MSME-0003;NIK-0867;BirthDate-0509;Street-0223;Village-0018;Makanan dan Minuman;Ada;12;664; Rp163.750.000 ; Rp157.250.000 ;Facebook;Shopee;Sendiri
882;Owner-0783;MSME-0363;NIK-0868;BirthDate-0794;Street-0224;Village-0008;Perdagangan;Ada;7;46; Rp710.500.000 ; Rp1.084.250.000 ;Facebook, TikTok;Tokopedia;Sendiri
883;Owner-0784;MSME-0004;NIK-0869;BirthDate-0795;Street-0224;Village-0008;Perdagangan;Ada;111;7764; Rp555.000.000 ; Rp444.000.000 ;Facebook;Shopee;Sendiri
884;Owner-0785;MSME-0004;NIK-0870;BirthDate-0796;Street-0224;Village-0008;Perdagangan;Ada;10;662; Rp162.000.000 ; Rp166.250.000 ;Instagram;Shopee;Sendiri
885;Owner-0786;MSME-0225;NIK-0871;BirthDate-0797;Street-0224;Village-0008;Makanan dan Minuman;Ada;10;12; Rp390.250.000 ; Rp936.500.000 ;Facebook;Shopee;Sendiri
886;Owner-0787;MSME-0175;NIK-0872;BirthDate-0798;Street-0225;Village-0001;Perdagangan;Ada;51;9173; Rp255.000.000 ; Rp204.000.000 ;WhatsApp Business;Shopee;Sendiri
887;Owner-0788;MSME-0364;NIK-0873;BirthDate-0799;Street-0001;Village-0001;Jasa;Ada;16;471; Rp180.000.000 ; Rp121.750.000 ;Facebook;Lazada;Sendiri
888;Owner-0788;MSME-0170;NIK-0874;BirthDate-0800;Street-0001;Village-0001;Jasa;Ada;5;32; Rp680.750.000 ; Rp715.750.000 ;Instagram;Shopee;Sendiri
889;Owner-0789;MSME-0365;NIK-0875;BirthDate-0801;Street-0001;Village-0001;Perikanan;Ada;116;6432; Rp580.000.000 ; Rp464.000.000 ;Instagram;Tokopedia;Sendiri
890;Owner-0790;MSME-0366;NIK-0876;BirthDate-0802;Street-0001;Village-0001;Perdagangan;Ada;12;576; Rp148.750.000 ; Rp84.250.000 ;Facebook, TikTok;Tokopedia;Sendiri
891;Owner-0791;MSME-0367;NIK-0877;BirthDate-0803;Street-0001;Village-0001;Perdagangan;Ada;10;26; Rp173.250.000 ; Rp640.250.000 ;Facebook;Shopee;Sendiri
892;Owner-0418;MSME-0368;NIK-0878;BirthDate-0804;Street-0001;Village-0001;Perdagangan;Ada;63;9152; Rp315.000.000 ; Rp252.000.000 ;Facebook;Tidak ada;Sendiri
893;Owner-0789;MSME-0369;NIK-0879;BirthDate-0801;Street-0001;Village-0001;Perikanan;Ada;12;653; Rp66.750.000 ; Rp198.750.000 ;WhatsApp Business;Tokopedia;Sendiri
894;Owner-0792;MSME-0370;NIK-0880;BirthDate-0805;Street-0226;Village-0003;Makanan dan Minuman;Ada;14;37; Rp821.500.000 ; Rp972.000.000 ;WhatsApp Business, Instagram, TikTok;Shopee;Sendiri
895;Owner-0793;MSME-0371;NIK-0881;BirthDate-0806;Street-0226;Village-0007;Makanan dan Minuman;Ada;70;5748; Rp350.000.000 ; Rp280.000.000 ;Facebook, TikTok;Shopee;Sendiri
896;Owner-0794;MSME-0372;NIK-0882;BirthDate-0807;Street-0033;Village-0007;Perdagangan;Ada;11;554; Rp74.500.000 ; Rp191.000.000 ;WhatsApp Business;Tidak ada;Sendiri
897;Owner-0795;MSME-0373;NIK-0883;BirthDate-0808;Street-0033;Village-0007;Perdagangan;Ada;13;39; Rp323.000.000 ; Rp763.500.000 ;Instagram, Facebook;Shopee;Sendiri
898;Owner-0796;MSME-0374;NIK-0884;BirthDate-0809;Street-0227;Village-0007;Makanan dan Minuman;Ada;66;8825; Rp330.000.000 ; Rp264.000.000 ;Facebook, TikTok;Lazada;Sendiri
899;Owner-0797;MSME-0098;NIK-0885;BirthDate-0810;Street-0228;Village-0007;Perdagangan;Ada;19;647; Rp118.000.000 ; Rp85.000.000 ;TikTok;Shopee;Sendiri
900;Owner-0798;MSME-0041;NIK-0886;BirthDate-0811;Street-0228;Village-0001;Makanan dan Minuman;Ada;15;31; Rp144.750.000 ; Rp95.250.000 ;Facebook;Lazada;Sewa
901;Owner-0799;MSME-0375;NIK-0887;BirthDate-0812;Street-0229;Village-0001;Perdagangan;Ada;77;8648; Rp1.144.750.000 ; Rp1.095.250.000 ;Instagram;Tokopedia;Sendiri
902;Owner-0104;MSME-0004;NIK-0888;BirthDate-0813;Street-0230;Village-0009;Perdagangan;Ada;16;602; Rp192.500.000 ; Rp70.250.000 ;Instagram;Shopee;Sendiri
903;Owner-0800;MSME-0376;NIK-0889;BirthDate-0814;Street-0231;Village-0009;Perdagangan;Ada;12;45; Rp750.750.000 ; Rp703.750.000 ;Instagram;Shopee;Sendiri
904;Owner-0801;MSME-0037;NIK-0890;BirthDate-0815;Street-0232;Village-0009;Makanan dan Minuman;Ada;60;7892; Rp300.000.000 ; Rp240.000.000 ;Tidak ada;Shopee;Sewa
905;Owner-0802;MSME-0142;NIK-0891;BirthDate-0816;Street-0233;Village-0001;Perdagangan;Ada;10;487; Rp89.250.000 ; Rp54.250.000 ;Facebook;Shopee;Sewa
906;Owner-0803;MSME-0142;NIK-0892;BirthDate-0817;Street-0233;Village-0001;Perdagangan;Ada;14;19; Rp871.750.000 ; Rp610.000.000 ;Facebook;Shopee;Sendiri
907;Owner-0804;MSME-0041;NIK-0893;BirthDate-0818;Street-0085;Village-0006;Makanan dan Minuman;Ada;74;5527; Rp370.000.000 ; Rp296.000.000 ;Tidak ada;Shopee;Sendiri
908;Owner-0379;MSME-0377;NIK-0894;BirthDate-0391;Street-0234;Village-0007;Perdagangan;Ada;20;542; Rp199.500.000 ; Rp61.000.000 ;Facebook;Shopee;Sendiri
909;Owner-0805;MSME-0098;NIK-0895;BirthDate-0819;Street-0235;Village-0007;Perdagangan;Ada;8;34; Rp1.127.250.000 ; Rp719.500.000 ;Instagram, TikTok;TikTok Shop;Sendiri
910;Owner-0806;MSME-0215;NIK-0896;BirthDate-0820;Street-0068;Village-0005;Makanan dan Minuman;Ada;81;9138; Rp405.000.000 ; Rp324.000.000 ;Instagram;Shopee;Sendiri
911;Owner-0807;MSME-0045;NIK-0897;BirthDate-0821;Street-0236;Village-0007;Makanan dan Minuman;Ada;18;602; Rp101.000.000 ; Rp77.000.000 ;Tidak ada;Shopee;Sendiri
912;Owner-0808;MSME-0287;NIK-0898;BirthDate-0550;Street-0236;Village-0007;Makanan dan Minuman;Ada;11;14; Rp1.047.250.000 ; Rp1.140.500.000 ;TikTok;Shopee;Sendiri
913;Owner-0809;MSME-0378;NIK-0899;BirthDate-0822;Street-0237;Village-0012;Makanan dan Minuman;Ada;106;8661; Rp53.000.000 ; Rp42.400.000 ;Instagram;Tokopedia;Sewa
914;Owner-0810;MSME-0001;NIK-0900;BirthDate-0823;Street-0238;Village-0010;Makanan dan Minuman;Ada;16;565; Rp89.500.000 ; Rp121.750.000 ;WhatsApp Business;Shopee;Sendiri
915;Owner-0453;MSME-0001;NIK-0901;BirthDate-0824;Street-0238;Village-0010;Makanan dan Minuman;Ada;10;41; Rp837.250.000 ; Rp1.050.500.000 ;Facebook;Shopee;Sendiri
916;Owner-0811;MSME-0202;NIK-0902;BirthDate-0825;Street-0239;Village-0007;Perdagangan;Ada;76;9461; Rp380.000.000 ; Rp304.000.000 ;Instagram;Tokopedia;Sendiri
917;Owner-0812;MSME-0144;NIK-0903;BirthDate-0826;Street-0240;Village-0007;Pertanian, perkebunan, dan kehutanan;Ada;15;425; Rp58.250.000 ; Rp154.250.000 ;Facebook;Tokopedia;Sendiri
918;Owner-0813;MSME-0379;NIK-0904;BirthDate-0827;Street-0240;Village-0007;Perdagangan;Ada;12;45; Rp903.000.000 ; Rp774.750.000 ;Instagram;Shopee;Sendiri
919;Owner-0814;MSME-0380;NIK-0905;BirthDate-0828;Street-0240;Village-0007;Perdagangan;Ada;100;6853; Rp500.000.000 ; Rp400.000.000 ;TikTok;Shopee;Sendiri
920;Owner-0815;MSME-0381;NIK-0906;BirthDate-0829;Street-0240;Village-0007;Perdagangan;Ada;19;508; Rp136.500.000 ; Rp137.500.000 ;Instagram;Shopee;Sendiri
921;Owner-0816;MSME-0004;NIK-0907;BirthDate-0830;Street-0240;Village-0007;Perdagangan;Ada;15;39; Rp830.000.000 ; Rp811.250.000 ;WhatsApp Business;Tokopedia;Sendiri
922;Owner-0063;MSME-0382;NIK-0908;BirthDate-0831;Street-0240;Village-0007;Perdagangan;Ada;54;6650; Rp270.000.000 ; Rp216.000.000 ;WhatsApp Business, Instagram, Facebook;Shopee;Sendiri
923;Owner-0817;MSME-0253;NIK-0909;BirthDate-0832;Street-0240;Village-0007;Perdagangan;Ada;11;644; Rp176.500.000 ; Rp66.000.000 ;Instagram;Shopee;Sendiri
924;Owner-0818;MSME-0004;NIK-0910;BirthDate-0833;Street-0240;Village-0007;Perdagangan;Ada;11;38; Rp1.036.750.000 ; Rp719.500.000 ;Facebook;Tokopedia;Sendiri
925;Owner-0819;MSME-0270;NIK-0911;BirthDate-0834;Street-0240;Village-0007;Jasa;Ada;68;8487; Rp340.000.000 ; Rp272.000.000 ;Facebook;Tokopedia;Sendiri
926;Owner-0820;MSME-0383;NIK-0912;BirthDate-0835;Street-0240;Village-0007;Jasa;Ada;18;536; Rp116.000.000 ; Rp62.750.000 ;Tidak ada;Shopee;Sewa
927;Owner-0821;MSME-0167;NIK-0913;BirthDate-0836;Street-0240;Village-0007;Jasa;Ada;11;43; Rp1.061.250.000 ; Rp1.012.750.000 ;Instagram;Tidak ada;Sewa
928;Owner-0822;MSME-0384;NIK-0914;BirthDate-0837;Street-0240;Village-0007;Jasa;Ada;93;8142; Rp465.000.000 ; Rp372.000.000 ;Facebook;Shopee;Sewa
929;Owner-0823;MSME-0385;NIK-0915;BirthDate-0838;Street-0240;Village-0007;Jasa;Ada;17;571; Rp137.250.000 ; Rp152.500.000 ;Facebook;Tidak ada;Sendiri
930;Owner-0824;MSME-0386;NIK-0916;BirthDate-0839;Street-0240;Village-0007;Pertanian, perkebunan, dan kehutanan;Ada;13;35; Rp938.500.000 ; Rp478.750.000 ;WhatsApp Business;Tokopedia;Sendiri
931;Owner-0825;MSME-0202;NIK-0917;BirthDate-0443;Street-0240;Village-0007;Perdagangan;Ada;110;9786; Rp550.000.000 ; Rp440.000.000 ;Facebook;Lazada;Sewa
932;Owner-0826;MSME-0004;NIK-0918;BirthDate-0840;Street-0240;Village-0007;Perdagangan;Ada;12;589; Rp71.500.000 ; Rp163.500.000 ;Facebook;Shopee;Sendiri
933;Owner-0827;MSME-0004;NIK-0919;BirthDate-0452;Street-0240;Village-0007;Perdagangan;Ada;5;32; Rp484.750.000 ; Rp1.134.500.000 ;Facebook;Shopee;Sendiri
934;Owner-0828;MSME-0387;NIK-0920;BirthDate-0841;Street-0240;Village-0007;Perdagangan;Ada;71;7283; Rp355.000.000 ; Rp284.000.000 ;Facebook;Tokopedia;Sendiri
935;Owner-0829;MSME-0388;NIK-0921;BirthDate-0842;Street-0240;Village-0007;Perdagangan;Ada;12;407; Rp51.500.000 ; Rp160.750.000 ;WhatsApp Business;Tidak ada;Sendiri
936;Owner-0830;MSME-0004;NIK-0922;BirthDate-0843;Street-0240;Village-0007;Perdagangan;Ada;15;25; Rp368.250.000 ; Rp603.000.000 ;Facebook;Shopee;Sendiri
937;Owner-0831;MSME-0389;NIK-0923;BirthDate-0844;Street-0240;Village-0007;Perdagangan;Ada;58;5049; Rp290.000.000 ; Rp232.000.000 ;Facebook;Tokopedia;Sendiri
938;Owner-0832;MSME-0061;NIK-0924;BirthDate-0845;Street-0240;Village-0007;Perdagangan;Ada;10;439; Rp74.500.000 ; Rp56.500.000 ;Instagram;Shopee;Sendiri
939;Owner-0833;MSME-0390;NIK-0925;BirthDate-0846;Street-0240;Village-0007;Perdagangan;Ada;6;23; Rp1.051.250.000 ; Rp1.140.500.000 ;TikTok;Tokopedia, Shopee;Sendiri
940;Owner-0834;MSME-0001;NIK-0926;BirthDate-0847;Street-0240;Village-0007;Makanan dan Minuman;Ada;103;8019; Rp515.000.000 ; Rp412.000.000 ;WhatsApp Business, TikTok;Tidak ada;Sendiri
941;Owner-0835;MSME-0391;NIK-0927;BirthDate-0848;Street-0241;Village-0013;Jasa;Ada;12;644; Rp66.500.000 ; Rp61.500.000 ;Tidak ada;Tidak ada;Sendiri
942;Owner-0836;MSME-0199;NIK-0928;BirthDate-0849;Street-0241;Village-0002;Jasa;Ada;7;16; Rp1.080.500.000 ; Rp602.750.000 ;Facebook;Tidak ada;Sendiri
943;Owner-0837;MSME-0168;NIK-0929;BirthDate-0850;Street-0241;Village-0002;Jasa;Ada;87;6655; Rp435.000.000 ; Rp348.000.000 ;Tidak ada;Tidak ada;Sendiri
944;Owner-0838;MSME-0084;NIK-0930;BirthDate-0729;Street-0241;Village-0002;Jasa;Ada;17;495; Rp190.000.000 ; Rp128.000.000 ;Instagram;Tidak ada;Sendiri
945;Owner-0839;MSME-0392;NIK-0931;BirthDate-0851;Street-0241;Village-0002;Pertanian, perkebunan, dan kehutanan;Ada;6;49; Rp826.750.000 ; Rp651.500.000 ;Facebook;Tokopedia;Sendiri
946;Owner-0840;MSME-0393;NIK-0932;BirthDate-0852;Street-0241;Village-0002;Perdagangan;Ada;96;5072; Rp1.480.000.000 ; Rp584.000.000 ;Instagram, TikTok;Shopee;Sendiri
947;Owner-0841;MSME-0394;NIK-0933;BirthDate-0111;Street-0241;Village-0002;Perdagangan;Ada;19;613; Rp1.460.000.000 ; Rp542.250.000 ;TikTok;Shopee;Sendiri
948;Owner-0319;MSME-0143;NIK-0934;BirthDate-0853;Street-0241;Village-0002;Perdagangan;Ada;11;39; Rp341.000.000 ; Rp793.250.000 ;WhatsApp Business, Facebook;Tokopedia;Sendiri
949;Owner-0842;MSME-0143;NIK-0935;BirthDate-0854;Street-0241;Village-0002;Perdagangan;Ada;96;5937; Rp480.000.000 ; Rp384.000.000 ;Facebook;Tokopedia;Sewa
